Mat.Grp.Description	MPN	Material Description	rec_type	Size	Model / Brand	Ply Rating	Tire Type	Tread Pattern/Type	Other	load index and speed rating	Alternate	Industrial	All Terrain	European Standards	Loose Tube Packaging	Tube Extra	DOT	Domestic	Defense
BHL	100146	16.9-28 TYROCK LDR PL TT 12PR	Bias-Ply	16.9-28	TYROCK LDR PL	12PR	TubeType												
BHL	100147	16.9-28 TYROCK SP R4 TT 12PR	Bias-Ply	16.9-28	TYROCK SP R4	12PR	TubeType												
BHL	100149	16.9-28 TYROCK SP R4 ALT TL 14PR	Bias-Ply	16.9-28	TYROCK SP R4	14PR	Tubeless				1								
BHL	102461	9.00-16 SAMRAT BHL TT 16PR	Bias-Ply	9.00-16	SAMRAT BHL	16PR	TubeType												
BHL	105377	18.4-26 TYROCK TL 12PR	Bias-Ply	18.4-26	TYROCK	12PR	Tubeless												
BHL	107526	9.00-16 RDSP501 16PR TT	Bias-Ply	9.00-16	RDSP501	16PR	TubeType												
BHL	107527	14.00-25 RDSP502 20PR TT	Bias-Ply	14.00-25	RDSP502	20PR	TubeType												
BHL	107528	16.9-28 RDSP503 12PR TT	Bias-Ply	16.9-28	RDSP503	12PR	TubeType												
BHL	113669	14.00-25 LOAD XL 20PR L3	Bias-Ply	14.00-25	LOAD XL	20PR		L3											
Compactor	100215	23.1-26 C305 TL 12PR R3	Bias-Ply	23.1-26	C305	12PR	Tubeless	R3											
Compactor	100217	23.1-26 C305 ALT TL 12PR EU	Bias-Ply	23.1-26	C305	12PR	Tubeless				1			1					
Compactor	100219	23.1-26 C305 ALT TL 16PR EU	Bias-Ply	23.1-26	C305	16PR	Tubeless				1			1					
Compactor	101714	23.1-26 C305 TL 8PR R3	Bias-Ply	23.1-26	C305	8PR	Tubeless	R3											
Compactor	104922	23.1-26 COMPACTOR C305 TL 8PR	Bias-Ply	23.1-26	C305	8PR	Tubeless		COMPACTOR										
Compactor	107324	23.1-26 18PR C305 TL (DUAL BEAD- R3)	Bias-Ply	23.1-26	C305	18PR	Tubeless	R3	DUAL BEAD										
Earthmover/Loader	100123	14.00-24 GMND DT TT 24PR AT E3	Bias-Ply	14.00-24	GMND DT	24PR	TubeType	E3											
Earthmover/Loader	100126	14.00-24 GMND DT TT 28PR E3	Bias-Ply	14.00-24	GMND DT	28PR	TubeType	E3											
Earthmover/Loader	100163	17.5-25 TRAC XL TL 16PR E3/L3	Bias-Ply	17.5-25	TRAC XL	16PR	Tubeless	E3/L3											
Earthmover/Loader	100164	17.5-25 TRAC XL TL 16PR E3/L3 AT EU	Bias-Ply	17.5-25	TRAC XL	16PR	Tubeless	E3/L3					1	1					
Earthmover/Loader	100169	17.5-25 TRAC XL TL 20PR E3/L3	Bias-Ply	17.5-25	TRAC XL	20PR	Tubeless	E3/L3											
Earthmover/Loader	100170	17.5-25 TRAC XL TL 20PR E3/L3 AT	Bias-Ply	17.5-25	TRAC XL	20PR	Tubeless	E3/L3					1						
Earthmover/Loader	100171	17.5-25 TRAC XL TT 20PR E3/L3	Bias-Ply	17.5-25	TRAC XL	20PR	TubeType	E3/L3											
Earthmover/Loader	100209	20.5-25 TRAC XL TL 16PR E3/L3	Bias-Ply	20.5-25	TRAC XL	16PR	Tubeless	E3/L3											
Earthmover/Loader	100210	20.5-25 TRAC XL TL 20PR E3/L3	Bias-Ply	20.5-25	TRAC XL	20PR	Tubeless	E3/L3											
Earthmover/Loader	100211	20.5-25 TRAC XL TL 20PR E3/L3 ALT	Bias-Ply	20.5-25	TRAC XL	20PR	Tubeless	E3/L3			1								
Earthmover/Loader	100220	23.5-25 TRAC XL TL 20PR E3/L3	Bias-Ply	23.5-25	TRAC XL	20PR	Tubeless	E3/L3											
Earthmover/Loader	100221	23.5-25 / 20PR TRAC XL E3/L3 TL ALTURA	Bias-Ply	23.5-25	TRAC XL	20PR	Tubeless	E3/L3	ALTURA										
Earthmover/Loader	100601	14.00-24 GMND DT TT 28PR E3 EU AT	Bias-Ply	14.00-24	GMND DT	28PR	TubeType	E3					1	1					
Earthmover/Loader	100621	16.00-24 GMND DT TL 20PR E3	Bias-Ply	16.00-24	GMND DT	20PR	Tubeless	E3											
Earthmover/Loader	100664	23.5-25 TRAC XL TL 20PR E3/L3 V1	Bias-Ply	23.5-25	TRAC XL	20PR	Tubeless	E3/L3	V1										
Earthmover/Loader	100790	23.5-25 TL 20PR E3/L3	Bias-Ply	23.5-25		20PR	Tubeless	E3/L3											
Earthmover/Loader	100807	20.5-25 TRAC XL TT 20PR E3/L3	Bias-Ply	20.5-25	TRAC XL	20PR	TubeType	E3/L3											
Earthmover/Loader	100808	20.5-25 TRAC XL ALT TT 20PR E3/L3	Bias-Ply	20.5-25	TRAC XL ALT	20PR	TubeType	E3/L3											
Earthmover/Loader	100850	21.00-25 ROCK XL TL 40PR	Bias-Ply	21.00-25	ROCK XL	40PR	Tubeless												
Earthmover/Loader	100851	2100-25 ROCK XL ALT TL 40PR EU	Bias-Ply	2100-25	ROCK XL	40PR	Tubeless				1			1					
Earthmover/Loader	100852	26.5-25 TRAC XL TL 24PR	Bias-Ply	26.5-25	TRAC XL	24PR	Tubeless												
Earthmover/Loader	100853	26.5-25 TRAC XL ALT TL 24PR	Bias-Ply	26.5-25	TRAC XL	24PR	Tubeless				1								
Earthmover/Loader	100854	26.5-25 TRAC XL TL 24PR CUT RES	Bias-Ply	26.5-25	TRAC XL	24PR	Tubeless		CUT RES										
Earthmover/Loader	101154	14.00-24 TT 24PR E3	Bias-Ply	14.00-24		24PR	TubeType	E3											
Earthmover/Loader	101191	26.5-25 TRAC XL TL 28PR	Bias-Ply	26.5-25	TRAC XL	28PR	Tubeless												
Earthmover/Loader	101192	26.5-25 TRAC XL ALT TL 28PR EU	Bias-Ply	26.5-25	TRAC XL	28PR	Tubeless				1			1					
Earthmover/Loader	103783	29.5-25 TRAC XL TL 32PR E3	Bias-Ply	29.5-25	TRAC XL	32PR	Tubeless	E3											
Earthmover/Loader	104636	23.5-25 TRAC XL TT 20PR E3/L3	Bias-Ply	23.5-25	TRAC XL	20PR	TubeType	E3/L3											
Earthmover/Loader	106787	14.00-20 SANDMAX TL 18PR	Bias-Ply	14.00-20	SANDMAX	18PR	Tubeless												
Earthmover/Loader	106949	16.9-28 TYROCK SUPER TL 12 PR	Bias-Ply	16.9-28	TYROCK SUPER	12PR	Tubeless												
Farm Implement	103521	9.5-15 FARMAX M TL 8PR	Bias-Ply	9.5-15	FARMAX M	8PR	Tubeless												
Farm Implement	103522	11-15 FARMAX M TL 8PR	Bias-Ply	"11-15"	FARMAX M	8PR	Tubeless												
Farm Implement	103523	10.00-16 FARMAX M TT 8PR	Bias-Ply	10.00-16	FARMAX M	8PR	TubeType												
Farm Implement	103524	11.00-16 FARMAX M TT 8PR	Bias-Ply	11.00-16	FARMAX M	8PR	TubeType												
Farm Implement	105639	7.50-16 HORSCH HS08 TT 10PR	Bias-Ply	7.50-16	HORSCH HS08	10PR	TubeType												
Farmax Front	102712	10.00-16 FARMAX ALT TT 8PR	Bias-Ply	10.00-16	FARMAX ALT	8PR	TubeType												
Farmax Front	102713	11.00-16 FARMAX ALT TT 8PR	Bias-Ply	11.00-16	FARMAX ALT	8PR	TubeType												
Farmax Front	103073	6.00-16 FARMAX ALT TT 6PR	Bias-Ply	6.00-16	FARMAX ALT	6PR	TubeType												
Farmax Front	103075	7.50-16 FARMAX ALT TT 8PR	Bias-Ply	7.50-16	FARMAX ALT	8PR	TubeType												
Farmax Front	107544	6.00-16 6PR FARMAX TF X3 TT	Bias-Ply	6.00-16	FARMAX TF X3	6PR	TubeType												
Farmax Front	114671	9.00-16 CEAT FARMAX F2 10PR TT	Bias-Ply	9.00-16	CEAT FARMAX F2	10PR	TubeType												
Farmax Rear	101988	18.4-30 FLOATMAX TT 12PR	Bias-Ply	18.4-30	FLOATMAX	12PR	TubeType												
Farmax Rear	101998	15.5-38 FLOATMAX 8PR	Bias-Ply	15.5-38	FLOATMAX	8PR													
Farmax Rear	102073	13.6-38 FLOATMAX 8PR	Bias-Ply	13.6-38	FLOATMAX	8PR													
Farmax Rear	102270	15.5-38 FLOATMAX ALT 8PR	Bias-Ply	15.5-38	FLOATMAX ALT	8PR													
Farmax Rear	102708	14.9-24 FARMAX ALT TT 8PR	Bias-Ply	14.9-24	FARMAX ALT	8PR	TubeType												
Farmax Rear	102709	18.4-26 FARMAX ALT TT 12PR	Bias-Ply	18.4-26	FARMAX ALT	12PR	TubeType												
Farmax Rear	102710	18.4-30 FARMAX ALT TT 12PR	Bias-Ply	18.4-30	FARMAX ALT	12PR	TubeType												
Farmax Rear	102711	15.5-38 FARMAX ALT TT 8PR	Bias-Ply	15.5-38	FARMAX ALT	8PR	TubeType												
Farmax Rear	102714	13.6-38 FARMAX ALT TT 8PR	Bias-Ply	13.6-38	FARMAX ALT	8PR	TubeType												
Farmax Rear	102715	12.4-24 FARMAX ALT TT 8PR	Bias-Ply	12.4-24	FARMAX ALT	8PR	TubeType												
Farmax Rear	102716	14.9-28 FARMAX ALT TT 8PR	Bias-Ply	14.9-28	FARMAX ALT	8PR	TubeType												
Farmax Rear	102717	16.9-28 FARMAX ALT TT 12PR	Bias-Ply	16.9-28	FARMAX ALT	12PR	TubeType												
Farmax Rear	102718	16.9-30 FARMAX ALT TT 10PR	Bias-Ply	16.9-30	FARMAX ALT	10PR	TubeType												
Farmax Rear	102719	18.4-34 FARMAX ALT TT 12PR	Bias-Ply	18.4-34	FARMAX ALT	12PR	TubeType												
Farmax Rear	102720	11.2-28 FARMAX ALT TT 8PR	Bias-Ply	11.2-28	FARMAX ALT	8PR	TubeType												
Farmax Rear	102721	16.9-24 FARMAX ALT TT 8PR	Bias-Ply	16.9-24	FARMAX ALT	8PR	TubeType												
Farmax Rear	102722	16.9-38 FARMAX ALT TT 8PR	Bias-Ply	16.9-38	FARMAX ALT	8PR	TubeType												
Farmax Rear	102723	13.6-36 FARMAX ALT TT 8PR	Bias-Ply	13.6-36	FARMAX ALT	8PR	TubeType												
Farmax Rear	102724	18.4-38 FARMAX ALT TT 12PR	Bias-Ply	18.4-38	FARMAX ALT	12PR	TubeType												
Farmax Rear	103005	15.5-38 FARMAX ALT TT 10PR	Bias-Ply	15.5-38	FARMAX ALT	10PR	TubeType												
Farmax Rear	103007	16.9-38 FARMAX ALT TT 10PR	Bias-Ply	16.9-38	FARMAX ALT	10PR	TubeType												
Farmax Rear	103010	18.4-34 FARMAX ALT TT 8PR	Bias-Ply	18.4-34	FARMAX ALT	8PR	TubeType												
Farmax Rear	103011	18.4-38 FARMAX ALT TT 8PR	Bias-Ply	18.4-38	FARMAX ALT	8PR	TubeType												
Farmax Rear	103088	8.3-24 FARMAX ALT TT 8PR	Bias-Ply	8.3-24	FARMAX ALT	8PR	TubeType												
Farmax Rear	103089	9.5-24 FARMAX ALT TT 8PR	Bias-Ply	9.5-24	FARMAX ALT	8PR	TubeType												
Farmax Rear	103090	11.2-24 FARMAX ALT TT 8PR	Bias-Ply	11.2-24	FARMAX ALT	8PR	TubeType												
Farmax Rear	103091	12.4-28 FARMAX ALT TT 8PR	Bias-Ply	12.4-28	FARMAX ALT	8PR	TubeType												
Farmax Rear	103092	13.6-28 FARMAX ALT TT 8PR	Bias-Ply	13.6-28	FARMAX ALT	8PR	TubeType												
Farmax Rear	103384	13.6-24 FARMAX ALT TT 8PR	Bias-Ply	13.6-24	FARMAX ALT	8PR	TubeType												
Farmax Rear	107309	18.4-34 10PR FARMAX R1 TT	Bias-Ply	18.4-34	FARMAX R1	10PR	TubeType												
Farmax Rear	107317	14.9-28 12PR FARMAX R1 TT	Bias-Ply	14.9-28	FARMAX R1	12PR	TubeType												
Farmax Rear	107470	8.25-16 6PR FARMAX R1 TT	Bias-Ply	8.25-16	FARMAX R1	6PR	TubeType												
Farmax Rear	107471	7.50-16 6PR FARMAX R1 TT	Bias-Ply	7.50-16	FARMAX R1	6PR	TubeType												
Farmax Rear	107472	6.50-16 6PR FARMAX R1 TT	Bias-Ply	6.50-16	FARMAX R1	6PR	TubeType												
Farmax Rear	112774	12.4-32 FARMAX R1 8PR TT	Bias-Ply	12.4-32	FARMAX R1	8PR	TubeType												
Farmax Rear	113111	14.9-28 FARMAX R2 10PR TT	Bias-Ply	14.9-28	FARMAX R2	10PR	TubeType												
Forklift	100276	6.00-9 ELEVATA ALT TT 12PR	Bias-Ply	6.00-9	ELEVATA ALT	12PR	TubeType												
Forklift	100284	6.50-10 ELEVATA ALT TT 10PR	Bias-Ply	6.50-10	ELEVATA ALT	10PR	TubeType												
Forklift	100285	6.50-10 ELEVATA ALT TT 14PR	Bias-Ply	6.50-10	ELEVATA ALT	14PR	TubeType												
Forklift	100297	7.00-12 ELEVATA ALT TT 12PR	Bias-Ply	7.00-12	ELEVATA ALT	12PR	TubeType												
Forklift	100298	7.00-12 ELEVATA ALT TT 14PR	Bias-Ply	7.00-12	ELEVATA ALT	14PR	TubeType												
Forklift	100299	7.00-12 ELEVATA ALT TT 16PR	Bias-Ply	7.00-12	ELEVATA ALT	16PR	TubeType												
Forklift	100346	8.25-15 ELEVATA ALT TT 12PR	Bias-Ply	8.25-15	ELEVATA ALT	12PR	TubeType												
Forklift	100347	8.25-15 ELEVATA ALT TT 16PR	Bias-Ply	8.25-15	ELEVATA ALT	16PR	TubeType												
Forklift	100348	8.25-15 ELEVATA ALT TT 18PR	Bias-Ply	8.25-15	ELEVATA ALT	18PR	TubeType												
Forklift	100691	6.00-9 ELEVETA TT 10PR	Bias-Ply	6.00-9	ELEVETA	10PR	TubeType												
Forklift	100692	6.00-9 ELEVATA ALT TT 10PR	Bias-Ply	6.00-9	ELEVATA ALT	10PR	TubeType												
Forklift	100697	6.50-10 ELEVETA TT 10PR	Bias-Ply	6.50-10	ELEVETA	10PR	TubeType												
Forklift	100700	6.90-9 ELEVATA ALT TT 10PR	Bias-Ply	6.90-9	ELEVATA ALT	10PR	TubeType												
Forklift	100701	7.00-12 ELEVETA TT 12PR	Bias-Ply	7.00-12	ELEVETA	12PR	TubeType												
Forklift	100702	7.00-12 SLICK 413 TT 12PR	Bias-Ply	7.00-12	SLICK 413	12PR	TubeType												
Forklift	100703	7.00-12 SL SLEEK TT 12PR	Bias-Ply	7.00-12	SL SLEEK	12PR	TubeType												
Forklift	100977	6.50-10 ELEVATA ALT TT 12PR	Bias-Ply	6.50-10	ELEVATA ALT	12PR	TubeType												
Forklift	100978	6.50-10 ELEVETA TT 12PR	Bias-Ply	6.50-10	ELEVETA	12PR	TubeType												
Forklift	100980	7.00-12 SLICK 404 TT 12PR	Bias-Ply	7.00-12	SLICK 404	12PR	TubeType												
Forklift	100981	7.00-12 ELEVATA TT 16PR	Bias-Ply	7.00-12	ELEVATA	16PR	TubeType												
Forklift	100991	8.25-15 ELEVETA TT 12PR	Bias-Ply	8.25-15	ELEVETA	12PR	TubeType												
Forklift	100992	8.25-15 ELEVATA TT 14PR	Bias-Ply	8.25-15	ELEVATA	14PR	TubeType												
Forklift	101126	6.00-9 SLR TT 10PR	Bias-Ply	6.00-9	SLR	10PR	TubeType												
Forklift	102394	8.15-15 J LUG TL 14PR	Bias-Ply	8.15-15	J LUG	14PR	Tubeless												
Forklift	103707	8.25-15 ELEVETA TT 16PR	Bias-Ply	8.25-15	ELEVETA	16PR	TubeType												
Forklift	113280	6.50-10 NHS ELEVETA X3 12PR TT	Bias-Ply	6.50-10	NHS ELEVETA X3	12PR	TubeType												
Forklift	113281	7.00-12 NHS ELEVETA X3 12PR TT	Bias-Ply	7.00-12	NHS ELEVETA X3	12PR	TubeType												
Forklift	113306	6.00-9 NHS ELEVETA X3 10PR TT	Bias-Ply	6.00-9	NHS ELEVETA X3	10PR	TubeType												
Forklift	113307	8.25-15 NHS ELEVETA X3 14PR TT	Bias-Ply	8.25-15	NHS ELEVETA X3	14PR	TubeType												
Grader	100112	13.00-24 GM GRADER TT 12PR	Bias-Ply	13.00-24	GM GRADER	12PR	TubeType												
Grader	100113	13.00-24 GM GRADER TL 12PR	Bias-Ply	13.00-24	GM GRADER	12PR	Tubeless												
Grader	100114	13.00-24 GM GRADER ALT TL 12PR	Bias-Ply	13.00-24	GM GRADER ALT	12PR	Tubeless												
Grader	100115	13.00-24 GM GRADER TL 16PR	Bias-Ply	13.00-24	GM GRADER	16PR	Tubeless												
Grader	100116	13.00-24 GM GRADER ALT TL 16PR	Bias-Ply	13.00-24	GM GRADER ALT	16PR	Tubeless												
Grader	100118	14.00-24 GM GRADER TL 12PR	Bias-Ply	14.00-24	GM GRADER	12PR	Tubeless												
Grader	100119	14.00-24 GMG ALT TL 12PR	Bias-Ply	14.00-24	GMG ALT	12PR	Tubeless												
Grader	100122	14.00-24 GMG ALT TT 16PR	Bias-Ply	14.00-24	GMG ALT	16PR	TubeType												
Grader	100137	15.5-25 GM TL 12PR	Bias-Ply	15.5-25	GM	12PR	Tubeless												
Grader	100161	17.5-25 GM GRADER TL 12PR	Bias-Ply	17.5-25	GM GRADER	12PR	Tubeless												
Grader	100162	17.5-25 GM GRADER ALT TL 12PR WB	Bias-Ply	17.5-25	GM GRADER ALT	12PR	Tubeless		Wide Base										
Grader	100595	13.00-24 GM GRADER ALT TT 12PR	Bias-Ply	13.00-24	GM GRADER ALT	12PR	TubeType												
Grader	100814	15.5-25 LOADER XL TL 12PR G2/L2	Bias-Ply	15.5-25	LOADER XL	12PR	Tubeless	G2/L2											
Grader	100815	15.5-25 LOADER XL TL 12PR EU AT	Bias-Ply	15.5-25	LOADER XL	12PR	Tubeless						1	1					
Grader	100816	13.00-24 12PR GRADER XL G2/L2 TL	Bias-Ply	13.00-24	GRADER XL	12PR	Tubeless	G2/L2											
Grader	100817	13.00-24 GRADER XL TL 12PR EU AT	Bias-Ply	13.00-24	GRADER XL	12PR	Tubeless						1	1					
Grader	100818	13.00-24 16PR GRADER XL G2 TL.	Bias-Ply	13.00-24	GRADER XL G2	16PR	Tubeless												
Grader	100819	13.00-24 GRADER XL TL 16PR EU ALT	Bias-Ply	13.00-24	GRADER XL	16PR	Tubeless				1			1					
Grader	100820	17.5-25 / 12PR LOADER XL G2/L2 TL	Bias-Ply	17.5-25	LOADER XL	12PR	Tubeless	G2/L2											
Grader	100821	17.5-25 LOADER XL TL 12PR EU ALT	Bias-Ply	17.5-25	LOADER XL	12PR	Tubeless				1			1					
Grader	100822	17.5-25 LOADER XL TL 16PR G2/L2	Bias-Ply	17.5-25	LOADER XL	16PR	Tubeless	G2/L2											
Grader	100823	17.5-25 LOADER XL TL 16PR EU ALT	Bias-Ply	17.5-25	LOADER XL	16PR	Tubeless				1			1					
Grader	100824	14.00-24 12PR GRADER XL G2/L2 TL	Bias-Ply	14.00-24	GRADER XL	12PR	Tubeless	G2/L2											
Grader	100825	14.00-24 GRADER XL TL 12PR EU AT	Bias-Ply	14.00-24	GRADER XL	12PR	Tubeless						1	1					
Grader	100826	14.00-24 16PR GRADER XL G2 TL.	Bias-Ply	14.00-24	GRADER XL G2	16PR	Tubeless												
Grader	100827	14.00-24 GRADER XL TL 16PR EU ALT	Bias-Ply	14.00-24	GRADER XL	16PR	Tubeless				1			1					
Grader	100828	17.5-25 GRADER XL TL 12PR G2/L2	Bias-Ply	17.5-25	GRADER XL	12PR	Tubeless	G2/L2											
Grader	100829	17.5-25 GRADER XL TL 12PR EU AT	Bias-Ply	17.5-25	GRADER XL	12PR	Tubeless						1	1					
Grader	100830	17.5-25 GRADER XL TL 16PR EU AT	Bias-Ply	17.5-25	GRADER XL	16PR	Tubeless						1	1					
Grader	100831	17.5-25 GRADER XL TL 16PR G2/L2	Bias-Ply	17.5-25	GRADER XL	16PR	Tubeless	G2/L2											
Grader	100857	20.5-25 LOADER XL TL 16PR	Bias-Ply	20.5-25	LOADER XL	16PR	Tubeless												
Grader	100858	20.5-25 LOADER XL ALT TL 16PR EU	Bias-Ply	20.5-25	LOADER XL ALT	16PR	Tubeless							1					
Grader	100859	20.5-25 LOADER XL TL 12PR	Bias-Ply	20.5-25	LOADER XL	12PR	Tubeless												
Grader	100860	20.5-25 GM GRADER ALT TL 12PR EU	Bias-Ply	20.5-25	GM GRADER ALT	12PR	Tubeless							1					
Grader	101338	13.00-24 GRADER XL TT 12PR	Bias-Ply	13.00-24	GRADER XL	12PR	TubeType												
Grader	103782	14.00-24 GMND GRADER TT 16PR	Bias-Ply	14.00-24	GMND GRADER	16PR	TubeType												
Grader	104506	13.00-24 GRADER XL PLUS TT 12PR G2/L2	Bias-Ply	13.00-24	GRADER XL PLUS	12PR	TubeType	G2/L2											
Grader	105132	13.00-24 16PR GRADER XL PLUS G2/L2 TT	Bias-Ply	13.00-24	GRADER XL PLUS G2/L2	16PR	TubeType												
Grader	106485	13.00-24 GRADER XL TL 16PR G2/L2	Bias-Ply	13.00-24	GRADER XL	16PR	Tubeless	G2/L2											
Hvy Tractor Rear	100151	16.9-30 SAMRAAT ALT TT 10PR	Bias-Ply	16.9-30	SAMRAAT ALT	10PR	TubeType												
Hvy Tractor Rear	100175	18.4-30 SAMRAAT SUPER XL TT 14PR	Bias-Ply	18.4-30	SAMRAAT SUPER XL	14PR	TubeType												
Hvy Tractor Rear	100176	18.4-30 SAMRAAT SUPER XL ALT TT 14PR	Bias-Ply	18.4-30	SAMRAAT SUPER XL ALT	14PR	TubeType												
Hvy Tractor Rear	101648	16.9-30 SAMRAAT ALT TT 12PR	Bias-Ply	16.9-30	SAMRAAT ALT	12PR	TubeType												
Hvy Tractor Rear	103685	18.4-30 AAYUSHMAAN HD TT 14PR	Bias-Ply	18.4-30	AAYUSHMAAN HD	14PR	TubeType												
Hvy Tractor Rear	105645	16.9-30 AAYUSHMAAN ALT TT 14PR	Bias-Ply	16.9-30	AAYUSHMAAN ALT	14PR	TubeType												
LCV Bias Tyres	100288	6.50-14 FM SLEEK TT 8PR E4	Bias-Ply	6.50-14	FM SLEEK	8PR	TubeType	E4											
LCV Bias Tyres	100289	6.50-14 ROAD TUF ALT TT 8PR E4	Bias-Ply	6.50-14	ROAD TUF ALT	8PR	TubeType	E4											
LCV Bias Tyres	100291	6.50-14 UT777 TT 8PR	Bias-Ply	6.50-14	UT777	8PR	TubeType												
LCV Bias Tyres	100292	6.50-16 FM SLEEK TT 10PR	Bias-Ply	6.50-16	FM SLEEK	10PR	TubeType												
LCV Bias Tyres	100303	7.00-15 HT80 114/109K TT 12PR	Bias-Ply	7.00-15	HT80	12PR	TubeType			114/109K									
LCV Bias Tyres	100304	7.00-15 TURBO TUF ALT TT 12PR	Bias-Ply	7.00-15	TURBO TUF ALT	12PR	TubeType												
LCV Bias Tyres	100305	7.00-15 UT808 TT 12PR	Bias-Ply	7.00-15	UT808	12PR	TubeType												
LCV Bias Tyres	100307	7.00-16 FM SLEEK TT 12PR E4	Bias-Ply	7.00-16	FM SLEEK	12PR	TubeType	E4											
LCV Bias Tyres	100308	7.00-16 ROAD TUF ALT TT 12PR	Bias-Ply	7.00-16	ROAD TUF ALT	12PR	TubeType												
LCV Bias Tyres	100309	7.00-16 ROAD TUF ALT TT 12PR E4	Bias-Ply	7.00-16	ROAD TUF ALT	12PR	TubeType	E4											
LCV Bias Tyres	100311	7.00-16 FMSLEEK 115/110L TT 14PR	Bias-Ply	7.00-16	FMSLEEK	14PR	TubeType			115/110L									
LCV Bias Tyres	100312	7.00-16 FM SUPER TT 14PR	Bias-Ply	7.00-16	FM SUPER	14PR	TubeType												
LCV Bias Tyres	100314	7.00-16 ROAD TUF ALTURA 14PR TT	Bias-Ply	7.00-16	ROAD TUF	14PR	TubeType		ALTURA										
LCV Bias Tyres	100318	7.50-16 ROAD TUF ALT TT 12PR E4	Bias-Ply	7.50-16	ROAD TUF ALT	12PR	TubeType	E4											
LCV Bias Tyres	100320	7.50-16 FM SUPER TT 14PR	Bias-Ply	7.50-16	FM SUPER	14PR	TubeType												
LCV Bias Tyres	100323	7.50-16 FM SUPER TT 16PR	Bias-Ply	7.50-16	FM SUPER	16PR	TubeType												
LCV Bias Tyres	100325	7.50-16 HCL SUPER XL TT 16PR	Bias-Ply	7.50-16	HCL SUPER XL	16PR	TubeType												
LCV Bias Tyres	100326	7.50-16 HT100 TT 16PR	Bias-Ply	7.50-16	HT100	16PR	TubeType												
LCV Bias Tyres	100328	7.50-16 LUG PLUS TT 16PR	Bias-Ply	7.50-16	LUG PLUS	16PR	TubeType												
LCV Bias Tyres	100329	7.50-16 LUG XL TT 16PR	Bias-Ply	7.50-16	LUG XL	16PR	TubeType												
LCV Bias Tyres	100330	7.50-16 MILE XL TT 16PR	Bias-Ply	7.50-16	MILE XL	16PR	TubeType												
LCV Bias Tyres	100331	7.50-16 ROAD TUF ALT TT 16PR	Bias-Ply	7.50-16	ROAD TUF ALT	16PR	TubeType												
LCV Bias Tyres	100333	7.50-16 RIB PLUS TT 16PR	Bias-Ply	7.50-16	RIB PLUS	16PR	TubeType												
LCV Bias Tyres	100334	7.50-16 RIB XL TT 16PR	Bias-Ply	7.50-16	RIB XL	16PR	TubeType												
LCV Bias Tyres	100335	7.50-16 STAMINA TT 16PR E4 ALT	Bias-Ply	7.50-16	STAMINA	16PR	TubeType	E4			1								
LCV Bias Tyres	100336	7.50-16 STAMINA E4 115/110L TT 16PR	Bias-Ply	7.50-16	STAMINA E4	16PR	TubeType			115/110L									
LCV Bias Tyres	100337	7.50-16 TURBO TUF ALT TT 16PR	Bias-Ply	7.50-16	TURBO TUF ALT	16PR	TubeType												
LCV Bias Tyres	100338	7.50-16 UT777 UNITED TT 16PR	Bias-Ply	7.50-16	UT777 UNITED	16PR	TubeType												
LCV Bias Tyres	100340	7.50-16 LUG XL100 TT 18PR	Bias-Ply	7.50-16	LUG XL100	18PR	TubeType												
LCV Bias Tyres	100351	8.25-16 FM SUPER TT 16PR	Bias-Ply	8.25-16	FM SUPER	16PR	TubeType												
LCV Bias Tyres	100353	8.25-16 LUG XL TT 16PR	Bias-Ply	8.25-16	LUG XL	16PR	TubeType												
LCV Bias Tyres	100711	7.50-16 STAMINA ALT TT 16PR	Bias-Ply	7.50-16	STAMINA ALT	16PR	TubeType												
LCV Bias Tyres	100993	8.25-16 MILE XL TT 16PR	Bias-Ply	8.25-16	MILE XL	16PR	TubeType												
LCV Bias Tyres	101029	7.00-16 MILE XL TT 14PR	Bias-Ply	7.00-16	MILE XL	14PR	TubeType												
LCV Bias Tyres	101124	6.50-14 RIB XL TT 10PR E4	Bias-Ply	6.50-14	RIB XL	10PR	TubeType	E4											
LCV Bias Tyres	101153	7.00-15 FM SUPER TT 10PR	Bias-Ply	7.00-15	FM SUPER	10PR	TubeType												
LCV Bias Tyres	101188	6.50-16 FM SLEEK TT 10PR E4	Bias-Ply	6.50-16	FM SLEEK	10PR	TubeType	E4											
LCV Bias Tyres	101193	7.00-15 FLEET MASTER TT 10PR E4	Bias-Ply	7.00-15	FLEET MASTER	10PR	TubeType	E4											
LCV Bias Tyres	101196	7.00-15 MILE XL TT 12PR	Bias-Ply	7.00-15	MILE XL	12PR	TubeType												
LCV Bias Tyres	101202	7.00-15 FLEET MASTER ALT TT 10PR E4	Bias-Ply	7.00-15	FLEET MASTER ALT	10PR	TubeType	E4											
LCV Bias Tyres	101203	6.50-16 ROAD TUF ALT TT 10PR E4	Bias-Ply	6.50-16	ROAD TUF ALT	10PR	TubeType	E4											
LCV Bias Tyres	101208	7.50-16 FM SUPER TT 12PR	Bias-Ply	7.50-16	FM SUPER	12PR	TubeType												
LCV Bias Tyres	101242	7.50-16 BULAND MILE XL RIB TT 16PR	Bias-Ply	7.50-16	BULAND MILE XL RIB	16PR	TubeType												
LCV Bias Tyres	101246	8.25-16 MILE XL XD TT 16PR	Bias-Ply	8.25-16	MILE XL XD	16PR	TubeType												
