Mat.Grp.Description	MPN	Material Description	rec_type	Size	Model / Brand	Ply Rating	Tire Type	Tread Pattern/Type	Other	load index and speed rating	Alternate	Industrial	All Terrain	European Standards	Loose Tube Packaging	Tube Extra	DOT	Domestic	Defense
Car Rad Tyres	106271	165/70R14 MILAZE X3 TL 81T	Radial	165/70R14	MILAZE X3		Tubeless	81T											
Harvester Radial	106373	650/75 R 32 YIELDMAX 172A8 TL	Radial	650/75 R 32	YIELDMAX		Tubeless			172A8									
OTR Radial	100665	23.50R25 JY 516 ALT TL E3/L3	Radial	23.50R25	JY 516 ALT		Tubeless	E3/L3											
OTR Radial	100669	26.50R25 JY 516 ALT TL E3/L3	Radial	26.50R25	JY 516 ALT		Tubeless	E3/L3											
OTR Radial	101171	16.00R25 JY 216 ALT TL E3/L3	Radial	16.00R25	JY 216 ALT		Tubeless	E3/L3											
OTR Radial	101172	29.50R25 JY 516 ALT TL E3/L3	Radial	29.50R25	JY 516 ALT		Tubeless	E3/L3											
OTR Radial	101184	18.00R33 JY 615 TL E3/L3	Radial	18.00R33	JY 615		Tubeless	E3/L3											
OTR Radial	101187	20.50R25 JY 517 TL E3/L3	Radial	20.50R25	JY 517		Tubeless	E3/L3											
OTR Radial	101464	20.50R25 TRACK XLR 2 STAR ALT TL E3/L3	Radial	20.50R25	TRACK XLR		Tubeless	E3/L3		2 STAR	1								
OTR Radial	101465	23.50R25 TRACK XLR 2 STAR ALT TL E3/L3	Radial	23.50R25	TRACK XLR		Tubeless	E3/L3		2 STAR	1								
OTR Radial	101466	26.50R25 TRACK XLR 2 STAR ALT TL E3/L3	Radial	26.50R25	TRACK XLR		Tubeless	E3/L3		2 STAR	1								
OTR Radial	101467	29.50R25 TRACK XLR 2 STAR TL E3/L3	Radial	29.50R25	TRACK XLR		Tubeless	E3/L3		2 STAR									
OTR Radial	101468	24.00R35 TRACK XLR 2 STAR ALT TL E4	Radial	24.00R35	TRACK XLR		Tubeless	E4		2 STAR	1								
OTR Radial	101582	16.00R25 TRACK XLR ALT TL	Radial	16.00R25	TRACK XLR ALT		Tubeless												
OTR Radial	101905	24.00R35 ROCK XLR11 2 STAR ALT TL E4	Radial	24.00R35	ROCK XLR11		Tubeless	E4		2 STAR	1								
OTR Radial	101906	21.00R35 ROCK XLR11 2 STAR ALT TL E4	Radial	21.00R35	ROCK XLR11		Tubeless	E4		2 STAR	1								
OTR Radial	101907	18.00R33 ROCK XLR11 2 STAR ALT TL E4	Radial	18.00R33	ROCK XLR11		Tubeless	E4		2 STAR	1								
OTR Radial	101908	29.50R25 TRAC XLR11 2 STAR ALT TL E3/L3	Radial	29.50R25	TRAC XLR11		Tubeless	E3/L3		2 STAR	1								
OTR Radial	101909	29.50R25 TRAC XLR21 2 STAR ALT TL E4	Radial	29.50R25	TRAC XLR21		Tubeless	E4		2 STAR	1								
OTR Radial	101910	29.50R25 ROCK XLR21 2 STAR ALT TL L5	Radial	29.50R25	ROCK XLR21		Tubeless	L5		2 STAR	1								
OTR Radial	101911	26.50R25 TRAC XLR11 2 STAR TL E3/L3	Radial	26.50R25	TRAC XLR11		Tubeless	E3/L3		2 STAR									
OTR Radial	101912	26.50R25 TRAC XLR21 2 STAR ALT TL E4	Radial	26.50R25	TRAC XLR21		Tubeless	E4		2 STAR	1								
OTR Radial	101913	26.50R25 ROCK XLR21 2 STAR ALT TL L5	Radial	26.50R25	ROCK XLR21		Tubeless	L5		2 STAR	1								
OTR Radial	101914	23.5R25 TRAC XLR11 2 STAR ALT TL E3/L3	Radial	23.5R25	TRAC XLR11		Tubeless	E3/L3		2 STAR	1								
OTR Radial	101915	23.50R25 ROCK XLR21 2 STAR ALT TL L5	Radial	23.50R25	ROCK XLR21		Tubeless	L5		2 STAR	1								
OTR Radial	101916	20.50R25 TRAC XLR11 2 STAR TL E3/L3	Radial	20.50R25	TRAC XLR11		Tubeless	E3/L3		2 STAR									
OTR Radial	101917	17.50R25 TRAC XLR11 2 STAR TL E3/L3	Radial	17.50R25	TRAC XLR11		Tubeless	E3/L3		2 STAR									
OTR Radial	101918	16.00R25 LXLM31 3 STAR ALT TL E2	Radial	16.00R25	LXLM31		Tubeless	E2		3 STAR	1								
OTR Radial	101919	16.00R24 TRAC XLR31 2 STAR ALT TL G2	Radial	16.00R24	TRAC XLR31		Tubeless	G2		2 STAR	1								
OTR Radial	101920	14.00R24 TRAC XLR31 2 STAR ALT TL G2	Radial	14.00R24	TRAC XLR31		Tubeless	G2		2 STAR	1								
OTR Radial	101963	14.00R24 TRAC XLR51 3 STAR ALT TL E3	Radial	14.00R24	TRAC XLR51		Tubeless	E3		3 STAR	1								
OTR Radial	102736	12.00R24 TRAC XLR11 3 STAR ALT TL E4	Radial	12.00R24	TRAC XLR11		Tubeless	E4		3 STAR	1								
OTR Radial	103112	23.50R25 TRAC XLR11 A 2STAR ALT TL E3/L3	Radial	23.50R25	TRAC XLR11 A		Tubeless	E3/L3		2 STAR	1								
OTR Radial	103643	16.00R25 LXLM31 3STAR TL E2	Radial	16.00R25	LXLM31		Tubeless	E2		3 STAR									
OTR Radial	103644	23.5R25 TRAC XLR11 2STAR TL E3/L3	Radial	23.5R25	TRAC XLR11		Tubeless	E3/L3		2 STAR									
OTR Radial	103645	12.00R24 TRAC XLR11 3 STAR TT E4	Radial	12.00R24	TRAC XLR11		TubeType	E4		3 STAR									
OTR Radial	103846	11.00R20 LXLM71 TL 22PR V1	Radial	11.00R20	LXLM71	22PR	Tubeless		V1										
OTR Radial	103847	14.00R24 TRAC XLR51 3 STAR TT E3	Radial	14.00R24	TRAC XLR51		TubeType	E3		3 STAR									
OTR Radial	103848	26.5R25 TRAC XLR21 2 STAR TL E4	Radial	26.5R25	TRAC XLR21		Tubeless	E4		2 STAR									
OTR Radial	104609	20.5R25 TRAC XLR11 2 STAR TL E3/L3	Radial	20.5R25	TRAC XLR11		Tubeless	E3/L3		2 STAR									
OTR Radial	104664	26.5R25 ROCK XLR21 2 STAR TL	Radial	26.5R25	ROCK XLR21		Tubeless			2 STAR									
OTR Radial	104741	12.00R20 LXLM71 TT 18PR	Radial	12.00R20	LXLM71	18PR	TubeType												
OTR Radial	104742	14.00R20 TRAC XLR81 TT 20PR	Radial	14.00R20	TRAC XLR81	20PR	TubeType												
OTR Radial	104743	17.5R25 TRAC XLR51 2 STAR TL E3/L3	Radial	17.5R25	TRAC XLR51		Tubeless	E3/L3		2 STAR									
OTR Radial	104744	24.00R35 TRAC XLR11 2 STAR TL	Radial	24.00R35	TRAC XLR11		Tubeless			2 STAR									
OTR Radial	104745	29.5R25 ROCK XLR21 2 STAR TL	Radial	29.5R25	ROCK XLR21		Tubeless			2 STAR									
OTR Radial	104983	23.50R25 ROCK XLR21 2 STAR TL	Radial	23.50R25	ROCK XLR21		Tubeless			2 STAR									
OTR Radial	105291	11.00R20 LXLM71 TL 22PR	Radial	11.00R20	LXLM71	22PR	Tubeless												
OTR Radial	113794	26.5R25 TRAC XLR51 TL E3/L3 **	Radial	26.5R25	TRAC XLR51		Tubeless	E3/L3											
OTR Radial	114309	16.00R25 TRAC XL D1 E3 3 Star TT 182B/1	Radial	16.00R25	TRAC XL D1		TubeType	E3		3 STAR 182B/1									
Row Crop Radial	105323	230/95R48 FARMAX RC TL 136D/139A8	Radial	230/95R48	FARMAX RC		Tubeless			136D/139A8									
Row Crop Radial	105324	270/95R48 FARMAX RC TL 142D/145A8	Radial	270/95R48	FARMAX RC		Tubeless			142D/145A8									
Row Crop Radial	105685	230/95 R32 FARMAX RC 128D/131A8 TL	Radial	230/95 R32	FARMAX RC		Tubeless			128D/131A8									
Row Crop Radial	105686	270/95 R32 FARMAX RC TL 133D	Radial	270/95 R32	FARMAX RC		Tubeless			133D									
Row Crop Radial	105688	270/95 R36 FARMAX RC TL 136D	Radial	270/95 R36	FARMAX RC		Tubeless			136D									
Row Crop Radial	106248	230/95 R 36 FARMAX RC TL 130D/133A8	Radial	230/95 R 36	FARMAX RC		Tubeless			130D/133A8									
Row Crop Radial	113815	270/95R32 FARMAX RC 12PR TL	Radial	270/95R32	FARMAX RC		Tubeless												
Tractor Radial	104874	340/85R24 FARMAX R85 TL 125A8/B	Radial	340/85R24	FARMAX R85		Tubeless			125A8/B									
Tractor Radial	104875	340/85R28 FARMAX R85 TL 127A8/B	Radial	340/85R28	FARMAX R85		Tubeless			127A8/B									
Tractor Radial	104876	380/85R24 FARMAX R85 TL 131A8/B	Radial	380/85R24	FARMAX R85		Tubeless			131A8/B									
Tractor Radial	104877	380/85R28 FARMAX R85 TL 133A8/B	Radial	380/85R28	FARMAX R85		Tubeless			133A8/B									
Tractor Radial	104903	280/85R24 FARMAX R85 TL 115A8/B	Radial	280/85R24	FARMAX R85		Tubeless			115A8/B									
Tractor Radial	104904	280/85R28 FARMAX R85 TL 118A8/B	Radial	280/85R28	FARMAX R85		Tubeless			118A8/B									
Tractor Radial	104908	420/85R24 FARMAX R85 TL 137A8/B	Radial	420/85R24	FARMAX R85		Tubeless			137A8/B									
Tractor Radial	104909	420/85R28 FARMAX R85 TL 139A8/B	Radial	420/85R28	FARMAX R85		Tubeless			139A8/B									
Tractor Radial	104910	420/85R30 FARMAX R85 TL 140A8/B	Radial	420/85R30	FARMAX R85		Tubeless			140A8/B									
Tractor Radial	104911	420/85R34 FARMAX R85 TL 142A8/B	Radial	420/85R34	FARMAX R85		Tubeless			142A8/B									
Tractor Radial	104912	420/85R38 FARMAX R85 TL 144A8/B	Radial	420/85R38	FARMAX R85		Tubeless			144A8/B									
Tractor Radial	104915	460/85R38 FARMAX R85 TL 149A8/B	Radial	460/85R38	FARMAX R85		Tubeless			149A8/B									
Tractor Radial	104916	520/85R38 FARMAX R85 TL 155A8/B	Radial	520/85R38	FARMAX R85		Tubeless			155A8/B									
Tractor Radial	105246	320/85R32 FARMAX R85 TL 126A8/B	Radial	320/85R32	FARMAX R85		Tubeless			126A8/B									
Tractor Radial	105247	320/85R36 FARMAX R85 TL 128A8/B	Radial	320/85R36	FARMAX R85		Tubeless			128A8/B									
Tractor Radial	105250	320/70R28 FARMAX R70 TL 119A8/B	Radial	320/70R28	FARMAX R70		Tubeless			119A8/B									
Tractor Radial	105251	540/65R28 FARMAX R65 TL 142D	Radial	540/65R28	FARMAX R65		Tubeless			142D									
Tractor Radial	105255	360/70R28 FARMAX R70 TL 125A8/B	Radial	360/70R28	FARMAX R70		Tubeless			125A8/B									
Tractor Radial	105268	420/70R24 FARMAX R70 TL 130A8/B	Radial	420/70R24	FARMAX R70		Tubeless			130A8/B									
Tractor Radial	105269	420/70R28 FARMAX R70 TL 133A8/B	Radial	420/70R28	FARMAX R70		Tubeless			133A8/B									
Tractor Radial	105327	520/70R38 FARMAX R70 TL 150A8/B	Radial	520/70R38	FARMAX R70		Tubeless			150A8/B									
Tractor Radial	105334	280/70R20 FARMAX R70 TL 116A8/B	Radial	280/70R20	FARMAX R70		Tubeless			116A8/B									
Tractor Radial	105335	540/65R30 FARMAX R65 TL 143D	Radial	540/65R30	FARMAX R65		Tubeless			143D									
Tractor Radial	105406	300/70R20 FARMAX R70 TL 120A8/B	Radial	300/70R20	FARMAX R70		Tubeless			120A8/B									
Tractor Radial	105985	600/65 R 28 FARMAX R65 147D TL	Radial	600/65 R 28	FARMAX R65		Tubeless			147D									
Tractor Radial	106252	420/85 R 28 FARMAX R85Â TL 12PR	Radial	420/85 R 28	FARMAX R85	12PR	Tubeless												
Tractor Radial	106253	380/85 R 28 FARMAX R85Â TL 12PR	Radial	380/85 R 28	FARMAX R85	12PR	Tubeless												
Tractor Radial	106293	340/85 R 28 FARMAX R85Â TL 12PR	Radial	340/85 R 28	FARMAX R85	12PR	Tubeless												
Tractor Radial	106342	340/85R28 FARMAX R85 127A8/B TL CUT RES	Radial	340/85R28	FARMAX R85		Tubeless		CUT RES	127A8/B									
Tractor Radial	106781	280/70 R 18 FARMAX R70 114A8/B TL	Radial	280/70 R 18	FARMAX R70		Tubeless			114A8/B									
Tractor Radial	106797	250/85R20 FARMAX R85 116A8/B TL CUT RES	Radial	250/85R20	FARMAX R85		Tubeless		CUT RES	116A8/B									
Tractor Radial	106800	250/85R24 FARMAX R85 109A8/B TL CUT RES	Radial	250/85R24	FARMAX R85		Tubeless		CUT RES	109A8/B									
Tractor Radial	106801	280/85R24 FARMAX R85 115A8/B TL CUT RES	Radial	280/85R24	FARMAX R85		Tubeless		CUT RES	115A8/B									
Tractor Radial	106802	320/85R24 FARMAX R85 122A8/B TL CUT RES	Radial	320/85R24	FARMAX R85		Tubeless		CUT RES	122A8/B									
Tractor Radial	106803	320/85R24 FARMAX R85 142A8/B TL CUT RES	Radial	320/85R24	FARMAX R85		Tubeless		CUT RES	142A8/B									
Tractor Radial	106813	420/85R30 FARMAX R85 147A8/B TL CUT RES	Radial	420/85R30	FARMAX R85		Tubeless		CUT RES	147A8/B									
Tractor Radial	106815	460/85R30 FARMAX R85 145A8/B TL CUT RES	Radial	460/85R30	FARMAX R85		Tubeless		CUT RES	145A8/B									
Tractor Radial	106854	360/70R24 FARMAX R70 122A8/B TL CUT RES	Radial	360/70R24	FARMAX R70		Tubeless		CUT RES	122A8/B									
Tractor Radial	106856	420/70R24 FARMAX R70 130A8/B TL CUT RES	Radial	420/70R24	FARMAX R70		Tubeless		CUT RES	130A8/B									
Tractor Radial	106859	360/70R28 FARMAX R70 125A8/B TL CUT RES	Radial	360/70R28	FARMAX R70		Tubeless		CUT RES	125A8/B									
Tractor Radial	106925	320/85R32 FARMAX R85 145A8/B TL CUT RES	Radial	320/85R32	FARMAX R85		Tubeless		CUT RES	145A8/B									
Tractor Radial	106987	280/70 R 18 FARMAX R70 114A8/B TL CUT R	Radial	280/70 R 18	FARMAX R70		Tubeless		CUT R	114A8/B									
Tractor Radial	106996	260/70 R 16 FARMAX R70 109A8/B TL CUT RE	Radial	260/70 R 16	FARMAX R70		Tubeless		CUT RE	109A8/B									
Tractor Radial	113325	320/85R24 FARMAX R85 142D/145A8 TL CUT R	Radial	320/85R24	FARMAX R85		Tubeless		CUT R	142D/145A8									
Tractor Radial	113333	280/70 R 16 FARMAX R70 112D/115A8 TL	Radial	280/70 R 16	FARMAX R70		Tubeless			112D/115A8									
Tractor Radial	113422	420/85R30 FARMAX R85 TL 147D/150A8	Radial	420/85R30	FARMAX R85		Tubeless			147D/150A8									
Tractor Radial	113438	250/85R24 FARMAX R85 109D/112A8 TL CUT R	Radial	250/85R24	FARMAX R85		Tubeless		CUT R	109D/112A8									
Tractor Radial	113515	240/70 R 16 FARMAX R70 104D/107A8 TL	Radial	240/70 R 16	FARMAX R70		Tubeless			104D/107A8									
Tractor Radial	113529	320/85R32 FARMAX R85 145D/148A8 TL CUT R	Radial	320/85R32	FARMAX R85		Tubeless		CUT R	145D/148A8									
Tractor Radial	114473	380/85R28 VARDHAN R85 R-1 12PR TL	Radial	380/85R28	VARDHAN R85 R-1	12PR	Tubeless												
Tractor Radial	114957	420/85R28 FARMAX R85Â TL 12PR SUSTAINMAX	Radial	420/85R28	FARMAX R85	12PR	Tubeless		SUSTAINMAX										
UV Rad Tyres	105188	215/60R16 SECURA DRIVE TL 95H	Radial	215/60R16	SECURA DRIVE		Tubeless			95H									
Solid Tyres	101726	1000 X 20/8 S1 TO ROCK XL S	Solid Tyres	1000 X 20/8	S1 TO ROCK XL S														
Solid Tyres	101733	28 X 9 15/7.00 S1 TO ROCK XL S	Solid Tyres	28 X 9 15/7.00	S1 TO ROCK XL S														
Solid Tyres	101807	300 X 15/8.00 ROCK XL S	Solid Tyres	300 X 15/8.00	ROCK XL S														
Solid Tyres	101812	18 X 7 - 8/4.33 ROCK XL S	Solid Tyres	18 X 7 - 8/4.33	ROCK XL S														
Solid Tyres	101838	18X7-8/4.33 ROCK XL S LIP	Solid Tyres	18X7-8/4.33	ROCK XL S LIP														
Solid Tyres	101839	21X8-9/6.00 ROCK XL S LIP	Solid Tyres	21X8-9/6.00	ROCK XL S LIP														
Solid Tyres	101841	27X10-12/8.00 ROCK XL S LIP	Solid Tyres	27X10-12/8.00	ROCK XL S LIP														
Solid Tyres	101843	6.50X10/5.00 ROCK XL S LIP	Solid Tyres	6.50X10/5.00	ROCK XL S LIP														
Solid Tyres	101849	23X9-10/6.50 ROCK XL S	Solid Tyres	23X9-10/6.50	ROCK XL S														
Solid Tyres	101865	16 X 6 - 8 / 4.33 ROCK XL S	Solid Tyres	16 X 6 - 8 / 4.33	ROCK XL S														
Solid Tyres	101867	825 X 15 / 6.50 ROCK XL S	Solid Tyres	825 X 15 / 6.50	ROCK XL S														
Solid Tyres	103323	825 X 15 / 6.50 ROCK XL S LIP	Solid Tyres	825 X 15 / 6.50	ROCK XL S LIP														
Solid Tyres	103325	16 X 6 - 8 / 4.33 ROCK XL S NM	Solid Tyres	16 X 6 - 8 / 4.33	ROCK XL S NM														
Solid Tyres	103351	700 X 12 / 5.00 ROCK XL S NM LIP	Solid Tyres	700 X 12 / 5.00	ROCK XL S NM LIP														
Solid Tyres	103353	28 X 9 - 15 / 7.00 ROCK XL S NM LIP	Solid Tyres	28 X 9 - 15 / 7.00	ROCK XL S NM LIP														
Solid Tyres	103354	300 X 15 / 8.00 ROCK XL S NM LIP	Solid Tyres	300 X 15 / 8.00	ROCK XL S NM LIP														
Solid Tyres	103355	825 X 15 / 6.50 ROCK XL S NM LIP	Solid Tyres	825 X 15 / 6.50	ROCK XL S NM LIP														
Solid Tyres	104173	700X15(5.50) ROCK XL S LIP	Solid Tyres	700X15(5.50)	ROCK XL S LIP														
Solid Tyres	104619	750 X 20/6.00 ROCK XL S	Solid Tyres	750 X 20/6.00	ROCK XL S														
Solid Tyres	104620	825 X 20/6.50 ROCK XL S	Solid Tyres	825 X 20/6.50	ROCK XL S														
Solid Tyres	104661	28 X 12.5 - 15 / 9.75 ROCK XL S LIP	Solid Tyres	28 X 12.5 - 15 / 9.75	ROCK XL S LIP														
Tractor Radial	106453	IF 600/70 R 30 TORQUEMAX 165D TL	Tractor Radial	IF 600/70 R 30	TORQUEMAX		Tubeless			165D									
Tractor Radial	107778	VF540/65R30 TORQUEMAX NRO 158D TL SB	Tractor Radial	VF540/65R30	TORQUEMAX NRO		Tubeless	SB		158D									
ADV Tubes	100470	TUBE 7.00-19 BR LOOSE	Tube	7.00-19											1	BR			
ADV Tubes	100476	TUBE 8.00-19 BR LOOSE	Tube	8.00-19											1	BR			
ADV Tubes	101814	TUBE 7.00-19 BR PACKED V1	Tube	7.00-19												BR PACKED V1			
ADV Tubes	105604	TUBE 7.00-19 BR PACKED	Tube	7.00-19												BR PACKED			
BHL Tubes	100423	TUBE 16.9-28 BR 0	Tube	16.9-28												BR 0			
BHL Tubes	101604	TUBE 12.5/80-18 BR 0	Tube	12.5/80-18												BR 0			
BHL Tubes	103100	TUBE 9.00-16 JCB TR274	Tube	9.00-16												JCB TR274			
BHL Tubes	103551	TUBE 16.9-28 BR 0 LOADER HEX	Tube	16.9-28												BR 0 LOADER HEX			
BHL Tubes	103885	TUBE 16.9-28 BR 0 HEX 82 VALVE BASE	Tube	16.9-28												BR 0 HEX 82 VALVE BASE			
BHL Tubes	104593	TUBE 12.50/80-18 BR PACKED	Tube	12.50/80-18												BR PACKED			
BHL Tubes	104594	TUBE 9.00-16 BR PACKED V2	Tube	9.00-16												BR PACKED V2			
BHL Tubes	104673	TUBE 12.5/80-18 BR 0 SPL	Tube	12.5/80-18												BR 0 SPL			
BHL Tubes	105444	TUBE 16.9-28 BR LOOSE LOADER BHL	Tube	16.9-28											1	BR LOADER BHL			
Car Bias Tubes Loose	100452	TUBE 5.20-14,5.90-14 LOOSE BR	Tube	5.20-14, 5.90-14											1	BR			
Compactor Tubes	101655	TUBE 23.1-26 BR LOOSE	Tube	23.1-26											1	BR			
Forklift Tubes	100455	TUBE 6.00-9 BR	Tube	6.00-9												BR			
Forklift Tubes	100460	TUBE 6.50-10 BR	Tube	6.50-10												BR			
Forklift Tubes	100466	TUBE 7.00-12 BR	Tube	7.00-12												BR			
Forklift Tubes	100477	TUBE 8.25-15 BR	Tube	8.25-15												BR			
Forklift Tubes	101227	TUBE 6.50-10 BR 0 ALT	Tube	6.50-10							1					BR 0			
Forklift Tubes	101228	TUBE 7.00-12 BR 0 ALT	Tube	7.00-12							1					BR 0			
Forklift Tubes	101229	TUBE 8.25-15 BR 0 ALT	Tube	8.25-15							1					BR 0			
Forklift Tubes	101779	TUBE 6.50-10 BR LONG, BENT VALVE STEM	Tube	6.50-10												BR LONG, BENT VALVE STEM			
Grader Tubes	100415	TUBE 13.00-24 BR 0	Tube	13.00-24												BR 0			
Grader Tubes	101377	TUBE 16.00-24 BR 0 ALT	Tube	16.00-24							1					BR 0			
Grader Tubes	101378	TUBE 13.00-24 BR 0 ALT	Tube	13.00-24							1					BR 0			
Grader Tubes	101379	TUBE 17.50-25 BR 0 ALT	Tube	17.50-25							1					BR 0			
Grader Tubes	101380	TUBE 18.00-24 BR 0 ALT	Tube	18.00-24							1					BR 0			
Hvy Tractor Rear Tub	100432	TUBE 18.4-30 BR LOOSE	Tube	18.4-30											1	BR			
Hvy Tractor Rear Tub	100736	TUBE 18.4-30 BR LOOSE XL	Tube	18.4-30											1	BR XL			
Hvy Tractor Rear Tub	101654	TUBE 18.4-30 BR PACKED V1	Tube	18.4-30												BR PACKED V1			
Hvy Tractor Rear Tub	105603	TUBE 18.4-30 BR PACKED	Tube	18.4-30												BR PACKED			
LCV Bias Tubes	100458	TUBE 6.50,7.00-16 LOOSE BR M LV:AB1582	Tube	6.50, 7.00-16											1	BR M LV:AB1582			
LCV Bias Tubes	100459	TUBE 6.50-16,7.00-16 LOOSE BR SPL M	Tube	6.50-16, 7.00-16											1	BR SPL M			
LCV Bias Tubes	100461	TUBE 6.50-14 LOOSE BR SPL SV:TR13	Tube	6.50-14											1	BR SPL SV:TR13			
LCV Bias Tubes	100462	TUBE 6.50-16,7.00-16 LOOSE BR SV:TR15	Tube	6.50-16, 7.00-16											1	BR SV:TR15			
LCV Bias Tubes	100464	TUBE 6.70-15 LOOSE BR SV:TR15	Tube	6.70-15											1	BR SV:TR15			
LCV Bias Tubes	100467	TUBE 7.00-15 LOOSE BR SV:TR13	Tube	7.00-15											1	BR SV:TR13			
LCV Bias Tubes	100469	TUBE 7.00-15 LOOSE BR SPL SV:TR15	Tube	7.00-15											1	BR SPL SV:TR15			
LCV Bias Tubes	100471	TUBE 7.50-16 LOOSE BR LV:AB1582	Tube	7.50-16											1	BR LV:AB1582			
LCV Bias Tubes	100472	TUBE 7.50-16 LOOSE BR SPL LV:AB1582	Tube	7.50-16											1	BR SPL LV:AB1582			
LCV Bias Tubes	100473	TUBE 7.50-16 LOOSE BR LV:TR77	Tube	7.50-16											1	BR LV:TR77			
LCV Bias Tubes	100478	TUBE 8.25-16 LOOSE BR LV:AB1582	Tube	8.25-16											1	BR LV:AB1582			
LCV Bias Tubes	100479	TUBE 8.25-16 LOOSE BR SPL LV:AB1582	Tube	8.25-16											1	BR SPL LV:AB1582			
LCV Bias Tubes	100480	TUBE 8.25-16 LOOSE BR LV:TR77	Tube	8.25-16											1	BR LV:TR77			
LCV Bias Tubes	100767	TUBE 7.50-16 LOOSE BR SV:TR15	Tube	7.50-16											1	BR SV:TR15			
LCV Bias Tubes	101222	TUBE 7.00-15 LOOSE BR ALT SPL	Tube	7.00-15							1				1	BR SPL			
LCV Bias Tubes	101223	TUBE 6.50-16,7.00-16 LOOSE BR ALT	Tube	6.50-16, 7.00-16							1				1	BR			
LCV Bias Tubes	101224	TUBE 7.50-16 LOOSE BR ALT SPL	Tube	7.50-16							1				1	BR SPL			
LCV Bias Tubes	101286	TUBE 8.25-16 LOOSE CB LV:TR77	Tube	8.25-16											1	CB LV:TR77			
LCV Bias Tubes	101287	TUBE 7.50-16 LOOSE CB LV:TR77	Tube	7.50-16											1	CB LV:TR77			
LCV Bias Tubes	101381	TUBE 7.00-15 LOOSE BR ALT	Tube	7.00-15							1				1	BR			
LCV Bias Tubes	101382	TUBE 6.50-16 LOOSE BR ALT SV:TR15	Tube	6.50-16							1				1	BR SV:TR15			
LCV Bias Tubes	101384	TUBE 7.50-16 LOOSE BR ALT LV:TR77	Tube	7.50-16							1				1	BR LV:TR77			
LCV Bias Tubes	101385	TUBE 8.25-16 LOOSE BR ALT LV:TR77	Tube	8.25-16							1				1	BR LV:TR77			
LCV Bias Tubes	101471	TUBE 7.50-16 PACKED BR LV:TR77	Tube	7.50-16												PACKED BR LV:TR77			
LCV Bias Tubes	101641	TUBE 7.00-15 LOOSE CB	Tube	7.00-15											1	CB			
LCV Bias Tubes	101642	TUBE 6.50-16 LOOSE CB SV:TR15	Tube	6.50-16											1	CB SV:TR15			
LCV Bias Tubes	102036	TUBE 7.50-16 LOOSE BR SNI LV:TR77	Tube	7.50-16											1	BR SNI LV:TR77			
LCV Bias Tubes	102462	TUBE 7.00 -16 LOOSE BR (LV:TR77)	Tube	7.00 -16											1	BR (LV:TR77)			
LCV Bias Tubes	103240	TUBE 7.00-16 LOOSE BR PVT	Tube	7.00-16											1	BR PVT			
LCV Bias Tubes	103241	TUBE 7.50-16 LOOSE BR PVT	Tube	7.50-16											1	BR PVT			
LCV Bias Tubes	103242	TUBE 8.25-16 LOOSE BR PVT	Tube	8.25-16											1	BR PVT			
LCV Bias Tubes	103484	TUBE 6.00-16 LOOSE BR PVT	Tube	6.00-16											1	BR PVT			
LCV Bias Tubes	103485	TUBE 6.50-14 LOOSE BR PVT	Tube	6.50-14											1	BR PVT			
LCV Bias Tubes	103487	TUBE 7.00-15 LOOSE BR PVT	Tube	7.00-15											1	BR PVT			
LCV Bias Tubes	103735	TUBE 195-15 LOOSE BR PRO	Tube	195-15											1	BR PRO			
LCV Bias Tubes	105838	TUBE 7.00-15 LOOSE BR LV	Tube	7.00-15											1	BR LV			
MOTORCYCLE TUBE PACK	106183	TUBE 2.50/2.75-18 PACKED BR MLP2	Tube	2.50/2.75-18												PACKED BR MLP2			
OTR Tubes	100416	TUBE 14.00-20 BR LOOSE	Tube	14.00-20											1	BR			
OTR Tubes	100417	TUBE 14.00-24/25 BR LOOSE	Tube	14.00-24/25											1	BR			
OTR Tubes	100418	TUBE 14.00-24 BR LOOSE	Tube	14.00-24											1	BR			
OTR Tubes	100427	TUBE 16.00-24,16.00-25 BR LOOSE	Tube	16.00-24, 16.00-25											1	BR			
OTR Tubes	100430	TUBE 17.5-25 BR LOOSE	Tube	17.5-25											1	BR			
OTR Tubes	100434	TUBE 18.00-24 BR LOOSE	Tube	18.00-24											1	BR			
OTR Tubes	100731	TUBE 1600X600 BR LOOSE	Tube	1600X600											1	BR			
OTR Tubes	101194	TUBE 1500X600 BR LOOSE	Tube	1500X600											1	BR			
OTR Tubes	101375	TUBE 14.00-20 BR LOOSE ALT	Tube	14.00-20							1				1	BR			
OTR Tubes	101376	TUBE 14.00-24/25 BR LOOSE ALT	Tube	14.00-24/25							1				1	BR			
OTR Tubes	101603	TUBE 23.5-25 BR LOOSE	Tube	23.5-25											1	BR			
OTR Tubes	102921	TUBE 14.00-24 LOOSE VALVE TR179A	Tube	14.00-24											1	VALVE TR179A			
OTR Tubes	103552	TUBE 14.00-24 BR LOOSE TR218A	Tube	14.00-24											1	BR TR218A			
Tractor Front Tubes	100457	TUBE 6.00-16 BR LOOSE	Tube	6.00-16											1	BR			
Tractor Front Tubes	100463	TUBE 6.50-20,9.50-20 BR LOOSE TF	Tube	6.50-20, 9.50-20											1	BR TF			
Tractor Front Tubes	100762	TUBE 5.50-16 LOOSE_WO	Tube	5.50-16											1	LOOSE_WO			
Tractor Front Tubes	101106	TUBE 7.50-16 BR LOOSE TF	Tube	7.50-16											1	BR TF			
